策略名称,回测开始,回测结束,本金,回测耗时,策略收益,策略年化收益,超额收益,基准收益,阿尔法,贝塔,夏普比率,胜率,盈亏比,最大回撤,索提诺比率,日均超额收益,超额收益最大回撤,超额收益夏普比率,日胜率,盈利次数,亏损次数,信息比率,策略波动率,基准波动率,最大回撤区间,,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/29穿越牛熊2.0(非小市值)年化50%的cta策略,2023/9/1,2026/2/21,200000,00分19秒,21.40%,8.49%,37.07%,-11.43%,0.092,0.522,0.334,0.459,1.419,11.84%,0.505,0.06%,11.20%,0.793,0.555,17,20,1.051,0.134,0.196,"2025/02/21,2025/07/01",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/23大盘择时，逻辑简单,2023/9/1,2026/2/21,200000,,51.77%,19.16%,22.62%,23.77%,0.134,0.328,1.233,0.833,103.878,12.12%,2.713,0.04%,24.49%,0.305,0.513,10,2,0.609,0.123,0.176,"2024/05/28,2024/09/13",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/67大市值价投高股息爱国者策略（爱我中华）,2023/9/1,2026/2/21,200000,,71.55%,25.45%,28.71%,33.29%,0.177,0.426,1.304,0.779,4.961,12.33%,2.064,0.05%,18.57%,0.391,0.508,67,19,0.69,0.165,0.208,"2024/05/22,2024/09/13",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/18国庆节献礼：实例说明白马股攻防转换策略,2023/9/1,2026/2/21,200000,00分15秒,52.72%,19.47%,23.38%,23.77%,0.114,0.759,0.771,0.585,2.598,15.61%,0.996,0.04%,18.72%,0.337,0.536,31,22,0.648,0.201,0.176,"2023/09/04,2023/12/19",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/17多品种ETF动量轮动+EPO优化,2023/9/1,2026/2/21,200000,00分15秒,144.10%,45.49%,97.22%,23.77%,0.39,0.471,1.657,0.721,5.468,15.72%,2.204,0.13%,26.22%,1.149,0.539,31,12,1.422,0.25,0.176,"2025/03/06,2025/04/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/4高股息低市盈率高增长的价投策略,2023/9/1,2026/2/21,200000,00分52秒,57.92%,21.16%,27.59%,23.77%,0.131,0.763,0.935,0.624,2.795,16.02%,1.272,0.04%,11.20%,0.514,0.545,63,38,0.893,0.184,0.176,"2024/05/13,2024/09/13",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/43小市值再优化【年化98 回撤27】无未来函数,2023/9/1,2026/2/21,200000,03分09秒,547.67%,119.23%,395.01%,30.84%,1.086,0.832,3.47,0.711,4.016,16.14%,5.253,0.29%,15.80%,3.002,0.548,150,61,3.517,0.332,0.161,"2025/11/17,2025/12/12",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/79国九条-新的红利因子，修正「审计意见」函数,2023/9/1,2026/2/21,200000,03分08秒,246.08%,68.48%,152.21%,37.22%,0.587,0.569,2.249,0.708,2.973,16.18%,3.088,0.17%,19.32%,1.579,0.536,109,45,1.975,0.287,0.221,"2024/12/12,2024/12/25",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/5四大搅屎棍策略,2023/9/1,2026/2/21,200000,03分26秒,217.91%,62.58%,138.52%,33.29%,0.539,0.524,2.553,0.669,3.797,16.57%,3.598,0.16%,17.82%,1.772,0.545,212,105,2.213,0.229,0.208,"2025/11/17,2025/12/16",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/36快过年了。不想呆在小市值的，可以拿这个策略躲一躲,2023/9/1,2026/2/21,200000,00分21秒,-7.25%,-3.11%,-40.47%,55.81%,-0.122,0.307,-0.414,0.362,0.943,18.16%,-0.719,-0.07%,51.64%,-0.908,0.501,42,74,-0.891,0.172,0.324,"2023/09/22,2024/09/102025_origin_py/10.10年52倍，年化59，全新因子方法超稳定",2023/9/1,2026/2/21,200000,01分41秒,111.84%,37.08%,46.49%,44.61%,0.257,0.581,0.984,0.638,1.837,43.84%,1.268,0.08%,44.31%,0.419,0.508,60,34,0.63,0.336,0.236,"2024/01/18,2024/02/07"
2025_origin_py/15小市值排除3个bug版，22年至今收益506,2023/9/1,2026/2/21,200000,,340.64%,86.48%,221.11%,37.22%,0.754,0.69,2.425,0.754,3.602,18.22%,3.416,0.22%,19.69%,1.895,0.543,126,41,2.319,0.34,0.221,"2024/05/29,2024/07/25",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/6国九小市值策略【年化100.5】,2023/9/1,2026/2/21,200000,03分01秒,229.08%,64.95%,139.81%,37.22%,0.541,0.671,2.033,0.735,2.902,18.38%,2.756,0.16%,19.26%,1.485,0.523,108,39,1.875,0.3,0.221,"2024/05/29,2024/07/24",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/48投资回报率ROIC中等市值,2023/9/1,2026/2/21,200000,,25.07%,9.86%,1.05%,23.77%,0.019,0.737,0.351,0.529,1.867,19.40%,0.495,0.00%,25.62%,-0.312,0.492,18,16,0.042,0.167,0.176,"2024/10/08,2025/04/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/25冷饭热吃之三，14年至今年华99.99,2023/9/1,2026/2/21,200000,03分33秒,501.04%,112.46%,359.37%,30.84%,1.015,0.872,3.284,0.7,2.992,19.81%,4.745,0.27%,17.54%,2.856,0.555,149,64,3.354,0.33,0.161,"2024/05/29,2024/06/24",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/69“稳定摸狗策略”学习笔记,2023/9/1,2026/2/21,200000,00分15秒,116.02%,38.21%,74.53%,23.77%,0.303,0.735,1.265,0.52,2.412,19.97%,1.726,0.11%,17.03%,0.929,0.518,26,24,1.19,0.271,0.176,"2024/10/08,2024/11/18",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/14安全摸狗策略,2023/9/1,2026/2/21,200000,,116.02%,38.21%,74.53%,23.77%,0.303,0.735,1.264,0.489,2.41,19.98%,1.725,0.11%,17.04%,0.929,0.519,23,24,1.19,0.271,0.176,"2024/10/08,2024/11/18",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/41SVR机器学习上证综指择时中小板财务选股策略,2023/9/1,2026/2/21,200000,03分16秒,66.18%,23.79%,34.26%,23.77%,0.168,0.564,0.842,0.546,1.628,19.99%,1.094,0.06%,27.28%,0.405,0.536,294,244,0.636,0.235,0.176,"2024/10/08,2025/01/06",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/26波动率过滤后相关性最小etf轮动,2023/9/1,2026/2/21,200000,00分38秒,77.88%,27.38%,43.71%,23.77%,0.226,0.137,0.975,0.459,2.183,20.97%,1.159,0.08%,32.69%,0.442,0.534,17,20,0.637,0.24,0.176,"2024/07/09,2024/11/18",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/83大小外择时小市值,2023/9/1,2026/2/21,200000,,496.40%,111.77%,381.85%,23.77%,1.038,0.734,4.002,0.613,3.706,20.99%,5.701,0.28%,18.43%,3.715,0.551,265,167,4.251,0.269,0.176,"2024/12/12,2025/04/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/44国九条 年化130.74% 回撤11% 众神Debug版,2023/9/1,2026/2/21,200000,02分56秒,494.09%,111.42%,332.94%,37.22%,1.007,0.661,3.286,0.724,3.519,21.58%,5.168,0.26%,21.12%,2.675,0.531,165,63,3.22,0.327,0.221,"2024/05/20,2024/07/24",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/64大小外择时小市值3.0,2023/9/1,2026/2/21,200000,00分42秒,489.15%,110.68%,375.99%,23.77%,1.026,0.759,3.772,0.639,3.061,22.63%,5.444,0.28%,18.46%,3.5,0.551,258,146,4.006,0.283,0.176,"2024/12/12,2025/04/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/45此消彼长,2023/9/1,2026/2/21,200000,03分17秒,76.15%,26.86%,24.25%,41.76%,0.159,0.589,0.991,0.566,2.145,22.66%,1.306,0.04%,38.14%,0.282,0.501,56,43,0.56,0.231,0.283,"2024/01/26,2024/02/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/75大市值价值投资优化一波,2023/9/1,2026/2/21,200000,00分24秒,96.20%,32.74%,58.52%,23.77%,0.255,0.6,1.087,0.619,4.035,22.93%,1.503,0.09%,36.95%,0.686,0.499,13,8,0.925,0.264,0.176,"2025/01/17,2026/02/13",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/30错杀反弹，掌握人性规律，开启投资新纪元,2023/9/1,2026/2/21,200000,,60.28%,21.92%,10.84%,44.61%,0.144,0.273,0.745,0.503,1.722,24.42%,0.885,0.03%,42.50%,0.015,0.521,75,74,0.179,0.241,0.236,"2024/08/15,2025/04/08",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/31蛇皮走位小市值策略V1.0,2023/9/1,2026/2/21,200000,02分13秒,66.00%,23.73%,34.12%,23.77%,0.179,0.348,1.028,0.857,3.216,25.18%,1.311,0.06%,22.64%,0.427,0.521,108,18,0.668,0.192,0.176,"2024/12/02,2025/01/06",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/39干积分-大小盘反复横跳V2.0,2023/9/1,2026/2/21,200000,,128.73%,41.57%,71.60%,33.29%,0.311,0.735,1.344,0.587,2.537,25.46%,1.799,0.10%,21.73%,0.894,0.521,54,38,1.196,0.28,0.208,"2024/03/21,2024/04/16",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/42国九条：三年分红5千万以下且占净利润30以下将被ST,2023/9/1,2026/2/21,200000,03分28秒,106.05%,35.50%,57.48%,30.84%,0.241,0.933,1.173,0.572,1.849,25.71%,1.506,0.09%,22.47%,0.764,0.528,171,128,1.057,0.268,0.161,"2024/04/03,2024/07/24",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/22带上止损的核心资产轮动才更安心，低回撤，高收益率,2023/9/1,2026/2/21,200000,,88.13%,30.41%,52.00%,23.77%,0.221,0.806,0.905,0.513,2.499,25.91%,1.128,0.08%,21.20%,0.593,0.534,20,19,0.817,0.292,0.176,"2024/10/08,2024/11/18",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/51“四大搅屎棍策略”学习笔记-有魔改,2023/9/1,2026/2/21,200000,,206.12%,60.01%,129.67%,33.29%,0.48,0.902,1.713,0.65,2.179,26.01%,2.291,0.15%,22.93%,1.409,0.545,139,75,1.758,0.327,0.208,"2024/01/04,2024/02/05",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/76小市值止损策略【年化104.11】,2023/9/1,2026/2/21,200000,03分20秒,410.64%,98.39%,290.28%,30.84%,0.865,0.996,2.6,0.558,2.109,26.28%,3.707,0.25%,28.08%,2.247,0.556,129,102,2.654,0.363,0.161,"2024/04/03,2024/06/24",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/38ETF策略之核心资产轮动（线性增加权重）,2023/9/1,2026/2/21,200000,00分14秒,87.70%,30.29%,51.65%,23.77%,0.214,0.918,0.855,0.528,2.351,30.65%,1.088,0.08%,25.40%,0.579,0.526,19,17,0.798,0.307,0.176,"2024/10/08,2024/11/18",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/58Debug-输出信息-多标的版ETF策略(ETF复现之三）,2023/9/1,2026/2/21,200000,01分19秒,54.92%,20.19%,-3.50%,60.54%,0.09,0.399,0.559,0.506,1.297,33.20%,0.829,0.01%,35.38%,-0.18,0.484,91,89,-0.059,0.289,0.219,"2024/11/13,2025/06/20",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/34十年回测 年化103.32% 最大回撤23.89%,2023/9/1,2026/2/21,200000,03分05秒,271.86%,73.64%,184.21%,30.84%,0.623,0.928,2.074,0.57,2.038,33.24%,2.981,0.19%,30.67%,1.697,0.534,102,77,2.049,0.336,0.161,"2024/03/21,2024/06/24",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/81搞市场最靓的仔！指数ETF动量轮动策略-2,2023/9/1,2026/2/21,200000,00分25秒,96.75%,32.89%,58.96%,23.77%,0.224,1.202,0.765,0.507,1.952,33.75%,1.066,0.10%,23.42%,0.56,0.524,34,33,0.746,0.378,0.176,"2024/10/08,2025/04/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/84正黄旗大妈选股改进-加入涨停卖出后的买入，提高资金利用率,2023/9/1,2026/2/21,200000,02分39秒,120.62%,39.44%,52.56%,44.61%,0.253,0.792,1.044,0.636,3.482,36.58%,1.296,0.09%,34.87%,0.539,0.545,84,48,0.789,0.339,0.236,"2023/11/28,2024/02/07",,,,,,,,,,,,,,,,,,,,,,,,,
"2025_origin_py/35【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍",2023/9/1,2026/2/21,200000,01分29秒,88.33%,30.47%,30.24%,44.61%,0.176,0.695,0.769,0.688,2.549,41.92%,0.998,0.06%,40.85%,0.25,0.534,53,24,0.441,0.344,0.236,"2023/11/28,2024/02/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/46高增股池小市值轮动,2023/9/1,2026/2/21,200000,,141.38%,44.81%,95.02%,23.77%,0.361,0.88,1.282,0.686,2.986,42.80%,1.647,0.13%,42.74%,1.017,0.543,168,77,1.27,0.318,0.176,"2024/01/04,2024/02/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/10.10年52倍，年化59，全新因子方法超稳定,2023/9/1,2026/2/21,200000,01分40秒,111.84%,37.08%,46.49%,44.61%,0.257,0.581,0.984,0.638,1.837,43.84%,1.268,0.08%,44.31%,0.419,0.508,60,34,0.63,0.336,0.236,"2024/01/18,2024/02/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/80基本面01加RSI择时,2023/9/1,2026/2/21,200000,,117.98%,38.74%,76.11%,23.77%,0.309,0.711,1.005,0.659,2.787,47.52%,1.148,0.12%,47.47%,0.701,0.55,141,73,0.901,0.345,0.176,"2024/01/04,2024/02/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/77研报三因子II-新规高分红小市值-年化60回撤19,2023/9/1,2026/2/21,200000,,128.81%,41.59%,61.40%,41.76%,0.264,0.949,1,0.626,2.207,49.03%,1.167,0.09%,37.98%,0.694,0.543,132,79,0.978,0.376,0.283,"2024/01/02,2024/02/07",,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/27人工智能强化学习DQN交易智能体（回馈社区公开训练代码）,2023/9/1,2026/2/21,200000,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/33回馈社区顺便搞积分《一个完整的机器学习pipeline》,2023/9/1,2026/2/21,200000,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/37微盘股扩散指数双均线择时,2023/9/1,2026/2/21,200000,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/50分享一种K线小碎步后突破的分钟级打法,2023/9/1,2026/2/21,200000,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/21【原创】年化123涨停弱转强竞价战法,2023/9/1,2026/2/21,200000,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,
2025_origin_py/12用子账户模拟多策略分仓,2023-09-01,2026-02-21,200000,30分24秒,76.33%,26.91%,42.46%,23.77%,0.185,0.818,1.016,0.559,2.055,15.20%,1.426,0.07%,16.30%,0.681,0.548,99,78,0.992,0.226,0.176,"2024/01/15,2024/02/05"
2025_origin_py/13首板高开-低开-弱转强混合策略（今年收益1138.61）,2023-09-01,2026-02-21,200000,21分08秒,1056.30%,179.68%,834.21%,23.77%,1.738,0.356,2.834,0.610,1.451,45.75%,5.293,0.45%,54.47%,2.429,0.521,186,119,2.716,0.620,0.176,"2024/08/30,2024/10/22"
2025_origin_py/16集合竞价三合一，今年收益1067,2023-09-01,2026-02-21,200000,72分26秒,968.37%,170.54%,763.16%,23.77%,1.644,0.408,2.710,0.648,1.415,42.21%,4.953,0.44%,51.50%,2.324,0.513,169,92,2.603,0.615,0.176,"2024/08/30,2024/10/22"
2025_origin_py/19机器学习线性回归小市值,2023-09-01,2026-02-21,200000,09分00秒,158.37%,49.01%,78.67%,44.61%,0.348,0.797,1.207,0.610,2.065,38.10%,1.506,0.12%,38.62%,0.728,0.550,119,76,0.990,0.373,0.236,"2024/01/18,2024/02/07"
2025_origin_py/1首板低开策略,2023-09-01,2026-02-21,200000,25分31秒,140.21%,44.51%,94.07%,23.77%,0.402,0.051,1.191,0.541,1.982,27.02%,2.677,0.14%,39.09%,0.745,0.496,33,28,0.928,0.340,0.176,"2024/09/04,2025/04/08"
2025_origin_py/28韶华研究之十九，一致性用在微盘控制回撤,2023-09-01,2026-02-21,200000,12分39秒,252.59%,69.80%,170.63%,30.28%,0.604,0.700,2.390,0.631,3.367,21.79%,3.238,0.18%,18.03%,1.874,0.531,82,48,2.270,0.275,0.161,"2024/05/29,2024/06/24"
2025_origin_py/2连板龙头策略,2023-09-01,2026-02-21,200000,37分18秒,-84.14%,-53.86%,-87.18%,23.77%,-0.581,0.040,-1.377,0.408,0.683,90.06%,-2.145,-0.30%,92.05%,-1.364,0.413,170,247,-1.397,0.420,0.176,"2023/10/25,2025/07/28"
2025_origin_py/3、5年15倍的收益，年化79.93，可实盘，拿走不谢！,2023-09-01,2026-02-21,200000,12分52秒,118.72%,38.94%,76.71%,23.77%,0.299,0.940,0.856,0.661,2.694,49.63%,0.984,0.12%,49.90%,0.617,0.566,84,43,0.791,0.408,0.176,"2024/01/04,2024/02/07"
2025_origin_py/40高股息策略,2023-09-01,2026-02-21,200000,03分20秒,53.19%,19.63%,23.77%,23.77%,0.115,0.765,0.825,0.565,2.066,22.07%,1.094,0.04%,14.64%,0.385,0.533,87,67,0.735,0.189,0.176,"2024/05/09,2024/09/18"
2025_origin_py/49干货贴《机器学习5折保形回归》 ,2023-09-01,2026-02-21,200000,03分38秒,0.00%,0.00%,-19.21%,23.77%,-0.040,0.000,0.000,0.000,0.000,0.00%,0.000,-0.03%,34.05%,-0.717,0.487,0,0,-0.533,0.000,0.176,"2023/09/01,2023/09/01"
2025_origin_py/52机器学习滚动训练价投策略,2023-09-01,2026-02-21,200000,05分01秒,62.06%,22.49%,12.07%,44.61%,0.107,0.614,1.015,0.568,2.009,20.52%,1.356,0.02%,15.14%,0.064,0.524,273,208,0.400,0.182,0.236,"2024/05/14,2024/09/18"
"2025_origin_py/53TSmall-100, 微盘三正",2023-09-01,2026-02-21,200000,08分03秒,130.01%,41.90%,85.83%,23.77%,0.338,0.754,1.474,0.684,4.373,29.96%,1.738,0.11%,30.64%,1.149,0.561,1585,733,1.449,0.257,0.176,"2024/01/02,2024/02/07"
2025_origin_py/54发一个学习策略5年70倍，思路可以学习,2023-09-01,2026-02-21,200000,31分47秒,185.88%,55.48%,97.70%,44.61%,0.473,0.331,2.175,0.591,1.769,23.02%,2.782,0.13%,28.35%,1.072,0.518,518,358,1.415,0.237,0.236,"2023/12/21,2024/04/16"
2025_origin_py/56基于趋势、拥挤、景气的行业轮动，及行业强势个股的选择,2023-09-01,2026-02-21,200000,05分31秒,54.72%,20.13%,25.00%,23.77%,0.117,0.816,0.737,0.554,1.945,27.75%,1.037,0.04%,25.17%,0.347,0.513,267,215,0.639,0.219,0.176,"2023/11/22,2024/09/18"
2025_origin_py/57韶华研究之十八，201系列,2023-09-01,2026-02-21,200000,16分05秒,37.91%,14.46%,5.86%,30.28%,0.084,0.264,0.373,0.522,1.270,22.93%,0.547,0.03%,32.13%,-0.052,0.459,145,133,0.090,0.281,0.161,"2025/03/20,2025/09/03"
2025_origin_py/59追板策略，今年收益已翻倍，低操作低回撤高收益可实盘,2023-09-01,2026-02-21,200000,32分06秒,5.20%,2.15%,-15.00%,23.77%,-0.038,0.359,-0.037,0.505,1.036,74.46%,-0.056,0.02%,80.26%,-0.211,0.492,102,100,-0.144,0.494,0.176,"2024/06/06,2025/12/05"
2025_origin_py/60高股息V1.0（小程序公开股池）,2023-09-01,2026-02-21,200000,04分30秒,21.96%,8.70%,-8.50%,33.29%,-0.014,0.686,0.224,0.677,2.175,28.54%,0.337,-0.01%,34.92%,-0.459,0.506,21,10,-0.246,0.210,0.208,"2024/05/14,2024/09/13"
2025_origin_py/62基金溢价（模拟效果好！）,2023-09-01,2026-02-21,200000,17分59秒,1591.04%,228.12%,1266.24%,23.77%,2.219,0.417,7.809,0.689,2.889,12.00%,15.814,0.46%,18.11%,6.628,0.555,182,82,7.394,0.287,0.176,"2025/03/12,2025/04/07"
2025_origin_py/63.5年12倍-小市值,2023-09-01,2026-02-21,200000,04分55秒,113.55%,37.54%,47.67%,44.61%,0.221,0.896,0.982,0.566,1.838,37.61%,1.209,0.08%,36.98%,0.515,0.543,211,162,0.772,0.342,0.236,"2023/09/04,2024/02/07"
2025_origin_py/65搭建量化交易模型从零开始——择时，选股，仓位管理和因子分析,2023-09-01,2026-02-21,200000,77分06秒,80.84%,28.26%,25.05%,44.61%,0.180,0.492,1.346,0.399,2.893,18.70%,1.895,0.04%,19.20%,0.325,0.555,101,152,0.629,0.180,0.236,"2024/01/04,2024/02/07"
2025_origin_py/68wywy1995 首板低开策略代码优化，提快速度,2023-09-01,2026-02-21,200000,10分20秒,129.72%,41.83%,85.60%,23.77%,0.376,0.050,1.153,0.541,1.967,26.62%,2.577,0.13%,39.30%,0.699,0.494,33,28,0.882,0.328,0.176,"2024/09/04,2025/04/08"
2025_origin_py/70动态保形回归小市值策略改进,2023-09-01,2026-02-21,200000,12分08秒,151.07%,47.22%,102.84%,23.77%,0.389,0.809,1.371,0.535,2.738,22.43%,1.965,0.13%,19.86%,1.080,0.508,38,33,1.335,0.315,0.176,"2024/12/11,2025/01/03"
2025_origin_py/71乱改一版股票加钱粮ETF组合,2023-09-01,2026-02-21,200000,5分42秒,43.45%,16.37%,11.04%,29.19%,0.102,0.297,1.222,0.407,1.659,8.78%,1.471,0.02%,23.39%,0.032,0.551,209,305,0.320,0.101,0.187,"2024/05/20,2024/09/12"2025_origin_py/73微盘400每日再平衡,2023-09-01,2026-02-21,200000,07分29秒,26.95%,10.55%,-10.45%,41.76%,0.038,0.237,0.732,0.775,5.982,10.23%,0.869,-0.01%,37.46%,-0.379,0.489,1052,306,-0.235,0.089,0.283,"2024/04/02,2024/06/24"
2025_origin_py/74趋势筛选后相关性最小etf轮动,2023-09-01,2026-02-21,200000,26分20秒,96.08%,32.70%,58.42%,23.77%,0.283,0.084,1.219,0.537,2.865,16.38%,1.450,0.09%,30.84%,0.610,0.538,22,19,0.818,0.236,0.176,"2026/01/29,2026/02/02"
2025_origin_py/73微盘400每日再平衡,2023-09-01,2026-02-21,200000,07分51秒,26.95%,10.55%,-10.45%,41.76%,0.038,0.237,0.732,0.775,5.982,10.23%,0.869,-0.01%,37.46%,-0.379,0.489,1052,306,-0.235,0.089,0.283,"2024/04/02,2024/06/24"
2025_origin_py/78首板低开策略-终极版 最大回撤15%，年化50%,2023-09-01,2026-02-21,200000,21分58秒,67.45%,24.19%,35.29%,23.77%,0.200,0.031,0.672,0.606,1.385,34.82%,1.081,0.07%,44.99%,0.277,0.513,66,43,0.429,0.301,0.176,"2024/06/27,2025/01/08"
2025_origin_py/7追首板涨停 过去两年年化304%,2023-09-01,2026-02-21,200000,06分19秒,71.11%,25.32%,38.24%,23.77%,0.192,0.388,0.422,0.529,1.153,63.00%,0.661,0.11%,71.54%,0.206,0.501,109,97,0.311,0.506,0.176,"2024/06/06,2025/12/05"
